Title,Source,DOI,Year,Authenticus DT,WOS:000070984900003,Authenticus ID,Institution,NUTS II
Coastal saltpans are a good alternative breeding habitat for Kentish plover Charadrius alexandrinus when umbrella species are present,JOURNAL OF AVIAN BIOLOGY,10.1111/jav.00883,2016,Article,WOS:000390326900010,P-00M-B6R,Universidade de Coimbra,CENTRO
Year-round spatial movements and trophic ecology of Trindade Petrels (Pterodroma arminjoniana),JOURNAL OF FIELD ORNITHOLOGY,10.1111/jofo.12175,2016,Article,WOS:000390334200006,P-00M-B6W,Universidade de Coimbra,CENTRO
"Evidence of terrestrial organic matter deposition across the early Toarcian recorded in the northern Lusitanian Basin, Portugal",INTERNATIONAL JOURNAL OF COAL GEOLOGY,10.1016/j.coal.2016.06.016,2016,Article,WOS:000390725100004,P-00M-BSE,Universidade de Coimbra,CENTRO
"Breeding biology of a winter-breeding procellariiform in the North Atlantic, the Macaronesian shearwater Puffinus lherminieri baroli",ZOOLOGY,10.1016/j.zool.2016.05.014,2016,Article,WOS:000392563700004,P-00M-EGK,Universidade de Coimbra,CENTRO; REGIAO AUTONOMA DA MADEIRA
Collaborative and flexible processing infrastructure for Coastal Monitoring,PROCEEDINGS OF 2015 3RD EXPERIMENT AT INTERNATIONAL CONFERENCE (EXP AT'15),10.1109/expat.2015.7463212,2015,Proceedings Paper,WOS:000411316200009,P-00K-J83,Universidade de Coimbra,AREA METROPOLITANA DE LISBOA; CENTRO
GAMMARIDEA AND CAPRELLIDEA (CRUSTACEA-AMPHIPODA) OF THE PORTUGUESE SOUTH-WESTERN CONTINENTAL-SHELF - TAXONOMY AND DISTRIBUTIONAL ECOLOGY,BIJDRAGEN TOT DE DIERKUNDE,NULL,1991,Article,WOS:A1991GN96700001,P-001-R1C,Universidade de Coimbra,CENTRO
GENERATION AND PROPAGATION OF TSUNAMIS PRODUCED BY THE MOVEMENT OF THE OCEAN BED,ANNALES GEOPHYSICAE-ATMOSPHERES HYDROSPHERES AND SPACE SCIENCES,NULL,1992,Article,WOS:A1992HL02700001,P-001-PYQ,Universidade de Coimbra,CENTRO
INTERCLONAL VARIATION IN THE PERFORMANCE OF DAPHNIA-MAGNA STRAUS IN CHRONIC BIOASSAYS,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,10.1897/1552-8618(1992)11[1477:ivitpo]2.0.co;2,1992,Article,WOS:A1992JQ27300013,P-001-P3X,Universidade de Coimbra,CENTRO
IMPORTANCE OF FUNGI IN THE DIET OF GAMMARUS-PULEX AND ASELLUS-AQUATICUS .1. FEEDING STRATEGIES,OECOLOGIA,10.1007/bf00321203,1993,Article,WOS:A1993KL51200021,P-001-NE5,Universidade de Coimbra,CENTRO
BIODIVERSITY IN THE ECOSYSTEM OF THE PORTUGUESE CONTINENTAL-SHELF - DISTRIBUTIONAL ECOLOGY AND THE ROLE OF BENTHIC AMPHIPODS,MARINE BIOLOGY,10.1007/bf00349362,1993,Article,WOS:A1993LC69100005,P-001-N7H,Universidade de Coimbra,CENTRO
THE EFFECT OF THE GROWTH-MEDIUM COMPOSITION ON THE FATTY-ACIDS OF RHODOTHERMUS-MARINUS AND THERMUS-THERMOPHILUS HB-8,FEMS MICROBIOLOGY LETTERS,10.1111/j.1574-6968.1993.tb06416.x,1993,Article,WOS:A1993LV58800003,P-001-MS2,Universidade de Coimbra,CENTRO
SPATIAL-DISTRIBUTION AND SEASONAL-VARIATION OF SUBTIDAL POLYCHAETE POPULATIONS IN THE MONDEGO ESTUARY (WESTERN PORTUGAL),CAHIERS DE BIOLOGIE MARINE,NULL,1993,Article,WOS:A1993ND97800005,P-001-NGX,Universidade de Coimbra,CENTRO
"POPULATION-DYNAMICS, LIFE-HISTORY, AND PRODUCTION OF CYATHURA-CARINATA (KROYER) (ISOPODA, ANTHURIDAE) IN THE MONDEGO ESTUARY, PORTUGAL",JOURNAL OF CRUSTACEAN BIOLOGY,10.2307/1548906,1994,Article,WOS:A1994NL10200007,P-001-K45,Universidade de Coimbra,CENTRO
COMPARATIVE ECOLOGY OF GAMMARUS-PULEX (L) AND ASELLUS-AQUATICUS (L) .2. FUNGAL PREFERENCES,HYDROBIOLOGIA,10.1007/bf00028679,1994,Article,WOS:A1994NL94300004,P-001-K5H,Universidade de Coimbra,CENTRO
"COMPARATIVE-STUDY BETWEEN THE TOXICITY OF 3,4-DICHLOROANILINE AND SODIUM-BROMIDE WITH 21-DAYS CHRONIC TEST AND USING LACTATE-DEHYDROGENASE ACTIVITY OF DAPHNIA-MAGNA STRAUS",CHEMOSPHERE,10.1016/0045-6535(94)90152-x,1994,Article,WOS:A1994NU27600012,P-001-JZM,Universidade de Coimbra,CENTRO
"LABORATORY STUDY OF EFFECTS OF TEMPERATURE AND SALINITY ON SURVIVAL AND LARVAL DEVELOPMENT OF A POPULATION OF RHITHROPANOPEUS-HARRISII FROM THE MONDEGO RIVER ESTUARY, PORTUGAL",MARINE BIOLOGY,10.1007/bf00349299,1995,Article,WOS:A1995QK75000009,P-001-HBZ,Universidade de Coimbra,CENTRO
"RHITHROPANOPEUS-HARRISII (GOULD), AN AMERICAN CRAB IN THE ESTUARY OF THE MONDEGO-RIVER, PORTUGAL",JOURNAL OF CRUSTACEAN BIOLOGY,10.2307/1548824,1995,Article,WOS:A1995TD67000015,P-001-G2W,Universidade de Coimbra,CENTRO
On breaking waves and wave-current interaction in shallow water: A 2DH finite element model,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,NULL,1996,Article,WOS:A1996TY25800006,P-001-EKR,Universidade de Coimbra,CENTRO
"Spawning of anchovy Engraulis encrasicolus in the Mondego estuary, Portugal",ESTUARINE COASTAL AND SHELF SCIENCE,10.1006/ecss.1996.0030,1996,Article,WOS:A1996UF89600004,P-001-EG4,Universidade de Coimbra,CENTRO
Optimization of operating strategies in beta-carotene microalgae bioreactors,COMPUTERS & CHEMICAL ENGINEERING,10.1016/0098-1354(96)00094-4,1996,Article,WOS:A1996UR30900085,P-001-F35,Universidade de Coimbra,CENTRO
Short-term effects of intertidal macroalgal blooms on the macrohabitat selection and feeding behaviour of wading birds in the Mondego estuary (west Portugal),ESTUARINE COASTAL AND SHELF SCIENCE,10.1006/ecss.1996.0096,1996,Article,WOS:A1996VZ53400002,P-001-D99,Universidade de Coimbra,CENTRO
Toxicity assessment of various ionic liquid families towards Vibrio fischeri marine bacteria,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,10.1016/j.ecoenv.2011.10.006,2012,Article,WOS:000297663100019,P-002-DRN,Universidade de Aveiro; Universidade Técnica de Lisboa; Universidade de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
High-resolution seismic imaging of gas accumulations and seepage in the sediments of the Ria de Aveiro barrier lagoon (Portugal),GEO-MARINE LETTERS,10.1007/s00367-007-0069-z,2007,Article,WOS:000247204200006,P-004-9PH,Universidade de Aveiro; Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Evaluating children exposure to air pollutants for an epidemiological study,JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,10.1007/s10967-009-0535-3,2009,Article,WOS:000265714000035,P-003-KGQ,Universidade de Aveiro; Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Have you Ever Listened Coastal Inhabitants? Know What they Think...,JOURNAL OF COASTAL RESEARCH,NULL,2009,Article,WOS:000266722400068,P-003-QXJ,Universidade de Aveiro; Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
"Relationships Between Carbon Sources, Trophic Level and Mercury Exposure in Generalist Shorebirds Revealed by Stable Isotope Ratios in Chicks",WATERBIRDS,10.1675/063.032.0211,2009,Article,WOS:000268266400011,P-003-JZY,Universidade de Aveiro; Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
"Characterizing air particulate matter composition and sources in Lisbon, Portugal",JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,10.1007/s10967-009-0113-8,2009,Article,WOS:000268745800013,P-003-H5M,Universidade de Aveiro; Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Nonlinear adaptive control of an underwater towed vehicle,OCEAN ENGINEERING,10.1016/j.oceaneng.2010.05.010,2010,Article,WOS:000281596600011,P-003-3QS,Universidade de Aveiro; Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
"Benthic biodiversity patterns in Ria de Aveiro, Western Portugal: Environmental-biological relationships",ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2011.05.019,2011,Article,WOS:000298123200007,P-002-HRS,Universidade de Aveiro; Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Semidiurnal and spring-neap variations in the Tagus Estuary: Application of a process-oriented hydro-biogeochemical model,JOURNAL OF COASTAL RESEARCH,NULL,2011,Article,WOS:000302825000119,P-002-WF8,Universidade de Aveiro; Universidade Técnica de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Lost fishing gear and litter at Gorringe Bank (NE Atlantic),JOURNAL OF SEA RESEARCH,10.1016/j.seares.2014.10.005,2015,Article,WOS:000358461200009,P-00G-EVP,Universidade de Aveiro; Universidade Nova de Lisboa; Universidade do Algarve,ALGARVE; AREA METROPOLITANA DE LISBOA; CENTRO
Monitoring of a wide range of organic micropollutants on the Portuguese coast using plastic resin pellets,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2013.02.008,2013,Article,WOS:000320072400049,P-005-0Q3,Universidade de Aveiro; Universidade Nova de Lisboa; Instituto Português do Mar e da Atmosfera,AREA METROPOLITANA DE LISBOA; CENTRO
The Assessment of the Coastal Zone Development at a Regional Level - the Case study of Portugal Central Area,JOURNAL OF COASTAL RESEARCH,NULL,2007,Article,WOS:000207860300015,P-004-DMM,Universidade de Aveiro; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Ecological effects of the herbicide linuron in tropical freshwater microcosms,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,10.1016/j.ecoenv.2008.07.009,2009,Article,WOS:000260921000019,P-003-ND9,Universidade de Aveiro; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Temporal evolution of imposex in Nassarius reticulatus (L.) along the Portuguese coast: the efficacy of EC regulation 782/2003,JOURNAL OF ENVIRONMENTAL MONITORING,10.1039/b810188d,2009,Article,WOS:000262372000012,P-003-QZG,Universidade de Aveiro; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Urban Growth on Coastal Erosion Vulnerable Stretches,JOURNAL OF COASTAL RESEARCH,NULL,2009,Article,WOS:000266722400135,P-003-QYD,Universidade de Aveiro; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Factors affecting RPSI in imposex monitoring studies using Nucella lapillus (L.) as bioindicator,JOURNAL OF ENVIRONMENTAL MONITORING,10.1039/b921834c,2010,Article,WOS:000277690100005,P-003-BM4,Universidade de Aveiro; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Nucella lapillus L. imposex levels after legislation prohibiting TBT antifoulants: temporal trends from 2003 to 2008 along the Portuguese coast,JOURNAL OF ENVIRONMENTAL MONITORING,10.1039/c0em00140f,2011,Article,WOS:000287152200026,P-002-VMZ,Universidade de Aveiro; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Variability of temperature and chlorophyll of the Iberian Peninsula near costal ecosystem during an upwelling event for the present climate and a future climate scenario,JOURNAL OF MARINE SYSTEMS,10.1016/j.jmarsys.2013.07.002,2014,Article,WOS:000329881600026,P-008-HSY,Universidade de Aveiro; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Cetaceanfishery interactions in Galicia (NW Spain): results and management implications of a face-to-face interview survey of local fishers,ICES JOURNAL OF MARINE SCIENCE,10.1093/icesjms/fst149,2014,Article,WOS:000334694300017,P-009-A3W,Universidade de Aveiro; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Trend Change(s) in Coastal Management Plans: the integration of short and medium term perspectives in the spatial planning process,JOURNAL OF COASTAL RESEARCH,10.2112/si70-074.1,2014,Article,WOS:000338176100075,P-009-N9M,Universidade de Aveiro; Universidade Nova de Lisboa,AREA METROPOLITANA DE LISBOA; CENTRO
Longshore Transport Estimation on Ofir Beach in Northwest Portugal: Sand-Tracer Experiment,JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,10.1061/(asce)ww.1943-5460.0000319,2016,Article,WOS:000371687300004,P-00K-A7W,Universidade de Aveiro; Universidade Lusófona,ALGARVE; CENTRO; NORTE
Systematic and Evolutionary Insights Derived from mtDNA COI Barcode Diversity in the Decapoda (Crustacea: Malacostraca),PLOS ONE,10.1371/journal.pone.0019449,2011,Article,WOS:000290531100010,P-002-RGH,Universidade de Aveiro; Universidade dos Açores; Universidade do Minho; Instituto Português do Mar e da Atmosfera,AREA METROPOLITANA DE LISBOA; CENTRO; NORTE; REGIAO AUTONOMA DOS ACORES
Wet deposition of particulate carbon to the Central North Atlantic Ocean,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2014.06.103,2014,Article,WOS:000342245600012,P-009-PVJ,Universidade de Aveiro; Universidade dos Açores; Instituto Português do Mar e da Atmosfera,CENTRO; REGIAO AUTONOMA DOS ACORES
Particulate carbon in precipitation at European background sites,JOURNAL OF AEROSOL SCIENCE,10.1016/j.jaerosci.2009.08.002,2010,Article,WOS:000274866800006,P-003-BH3,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
"Evolution of Nemertesia hydroids (Cnidaria: Hydrozoa, Plumulariidae) from the shallow and deep waters of the NE Atlantic and western Mediterranean",ZOOLOGICA SCRIPTA,10.1111/j.1463-6409.2011.00503.x,2012,Article,WOS:000298255500006,P-002-HG4,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
"A molecular phylogenetic appraisal of the systematics of the Aglaopheniidae (Cnidaria: Hydrozoa, Leptothecata) from the north-east Atlantic and west Mediterranean",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/j.1096-3642.2011.00784.x,2012,Article,WOS:000301716500001,P-002-BS1,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
Sea surface temperature and ocean colour (MODIS/AQUA) space and time variability in Indonesian Sea coral reef systems from 2002 to 2011,"REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2011",10.1117/12.901820,2011,Proceedings Paper,WOS:000302739200002,P-002-WK5,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
The snails' tale in deep-sea habitats in the Gulf of Cadiz (NE Atlantic),BIOGEOSCIENCES,10.5194/bg-10-5159-2013,2013,Article,WOS:000324617300006,P-006-FN1,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
Are Organic Falls Bridging Reduced Environments in the Deep Sea? - Results from Colonization Experiments in the Gulf of Cadiz,PLOS ONE,10.1371/journal.pone.0076688,2013,Article,WOS:000325434500082,P-006-6N4,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
"Feeding strategy and trophic ontogeny in Scorpaena maderensis (Scorpaeniformes: Scorpaenidae) from the Azores, NE Atlantic",CYBIUM,NULL,2014,Article,WOS:000344426000001,P-009-YKF,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
"The hydrozoan fauna (Cnidaria: Hydrozoa) from the peaks of the Ormonde and Gettysburg seamounts (Gorringe Bank, NE Atlantic)",ZOOTAXA,10.11646/zootaxa.3972.2.2,2015,Article,WOS:000356022200002,P-00G-BHG,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
Habitat and water quality variables as predictors of community composition in an Indonesian coral reef: a multi-taxon study in the Spermonde Archipelago,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2015.07.102,2015,Article,WOS:000361191100015,P-00G-MB2,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
Evaluation of female aphally in imposex-affected populations of Nucella lapillus at the southernmost distributional limit of the species in Europe,JOURNAL OF MOLLUSCAN STUDIES,10.1093/mollus/eyv043,2016,Article,WOS:000370301100016,P-00K-7VR,Universidade de Aveiro; Universidade dos Açores,CENTRO
"Threatened by mining, polymetallic nodules are required to preserve abyssal epifauna",SCIENTIFIC REPORTS,10.1038/srep26808,2016,Article,WOS:000377154600001,P-00K-HCB,Universidade de Aveiro; Universidade dos Açores,CENTRO; REGIAO AUTONOMA DOS ACORES
A Precise and Efficient Methodology to Analyse the Shoreline Displacement Rate,JOURNAL OF COASTAL RESEARCH,10.2112/09-1187.1,2011,Article,WOS:000288306500002,P-002-TN9,Universidade de Aveiro; Universidade do Porto; Universidade de Évora; Universidade do Algarve,ALENTEJO; ALGARVE; CENTRO; NORTE
Effect of historical contamination in the fish community structure of a recovering temperate coastal lagoon,MARINE POLLUTION BULLETIN,10.1016/j.marpolbul.2016.07.005,2016,Article,WOS:000384854100034,P-00M-4RD,Universidade de Aveiro; Universidade do Porto; Universidade de Coimbra; Instituto Português do Mar e da Atmosfera,AREA METROPOLITANA DE LISBOA; CENTRO; NORTE
Fucus spp. as a mercury contamination bioindicator in costal areas (Northwestern Portugal),BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,10.1007/s00128-007-9257-9,2007,Article,WOS:000250115800007,P-004-6XS,Universidade de Aveiro; Universidade do Porto; Universidade da Beira Interior,CENTRO; NORTE
Quality Characteristics of High Pressure-Induced Hake (Merluccius capensis) Protein Gels with and without MTGase,JOURNAL OF AQUATIC FOOD PRODUCT TECHNOLOGY,10.1080/10498850.2010.506255,2010,Article,WOS:000283553900006,P-003-BJ2,Universidade de Aveiro; Universidade do Porto; Instituto Português do Mar e da Atmosfera,AREA METROPOLITANA DE LISBOA; CENTRO; NORTE
"Characterization of fish protein films incorporated with essential oils of clove, garlic and origanum: Physical, antioxidant and antibacterial properties",LWT-FOOD SCIENCE AND TECHNOLOGY,10.1016/j.lwt.2014.04.024,2014,Article,WOS:000339776200072,P-009-PDD,Universidade de Aveiro; Universidade do Porto; Instituto Português do Mar e da Atmosfera,AREA METROPOLITANA DE LISBOA; CENTRO; NORTE
Biochemical factors contributing to response variation among resistant and sensitive clones of Daphnia magna straus exposed to ethyl parathion,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,10.1006/eesa.2001.2052,2001,Article,WOS:000169231400008,P-000-VA3,Universidade de Aveiro; Universidade do Porto,CENTRO; NORTE
"Tetillapyrone and nortetillapyrone, two unusual hydroxypyran-2-ones from the marine sponge Tetilla japonica",JOURNAL OF NATURAL PRODUCTS,10.1021/np0100690,2001,Article,WOS:000170658400013,P-000-TT8,Universidade de Aveiro; Universidade do Porto,CENTRO; NORTE
